,addr_state,annual_inc,emp_length,emp_title,home_ownership,installment,loan_amnt,purpose,term,int_rate,avg_cur_bal,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_last_delinq,num_bc_tl,num_il_tl,num_op_rev_tl,num_tl_90g_dpd_24m,num_tl_op_past_12m,open_acc,percent_bc_gt_75,pub_rec_bankruptcies,total_acc,total_bal_ex_mort,loan_status
18005,PA,78000.0,10+ years,city carrier,MORTGAGE,289.21,12000,debt_consolidation,60 months,0.1559,9033.0,202.0,130.0,4.0,4.0,1,0.0,6.0,11.0,5.0,0.0,1.0,8,100.0,0,26,12983.0,Fully Paid
18006,DE,100000.0,10+ years,nurse,MORTGAGE,180.35,4700,debt_consolidation,36 months,0.2235,16002.0,244.0,287.0,1.0,1.0,5,9.0,10.0,14.0,11.0,4.0,2.0,15,100.0,0,47,37188.0,Fully Paid
18007,CA,250000.0,10+ years,top executive,OWN,691.78,32000,credit_card,60 months,0.1075,9242.0,132.0,174.0,3.0,3.0,1,0.0,15.0,4.0,7.0,0.0,3.0,9,40.0,0,25,73932.0,Fully Paid
18008,MA,200000.0,10+ years,top executive,MORTGAGE,1260.78,35000,house,36 months,0.1774,72798.0,258.0,237.0,2.0,2.0,1,11.0,7.0,5.0,6.0,0.0,2.0,10,25.0,0,14,171530.0,Fully Paid
18009,MA,31000.0,1 year,home depot,RENT,212.04,6175,credit_card,36 months,0.1433,3373.0,100.0,149.0,11.0,11.0,0,0.0,9.0,1.0,8.0,0.0,1.0,8,50.0,0,12,26986.0,Fully Paid
18010,SC,21000.0,5 years,sales rep,OWN,279.64,8000,debt_consolidation,36 months,0.1559,3207.0,28.0,109.0,5.0,5.0,0,0.0,3.0,1.0,4.0,0.0,2.0,5,66.7,0,8,16034.0,Fully Paid
18011,TX,95000.0,10+ years,ic mask designer,MORTGAGE,311.48,10000,debt_consolidation,36 months,0.0759,8172.0,120.0,194.0,5.0,5.0,2,0.0,7.0,7.0,11.0,0.0,3.0,17,0.0,0,25,60223.0,Charged Off
18012,TX,138000.0,< 1 year,manager,MORTGAGE,1078.94,35000,credit_card,36 months,0.0689,18468.0,76.0,369.0,9.0,9.0,3,80.0,9.0,2.0,8.0,0.0,1.0,10,57.1,0,17,55474.0,Fully Paid
18013,NY,72000.0,3 years,resident physician,RENT,616.82,20000,debt_consolidation,36 months,0.0692,17903.0,199.0,193.0,4.0,4.0,0,0.0,14.0,29.0,13.0,0.0,2.0,18,14.3,0,55,304349.0,Fully Paid
18014,VA,110000.0,10+ years,banker,MORTGAGE,848.91,35000,credit_card,60 months,0.1588,13954.0,157.0,258.0,16.0,2.0,1,0.0,13.0,6.0,15.0,0.0,1.0,17,22.2,0,29,43003.0,Fully Paid
18015,FL,30000.0,10+ years,equipment manager,OWN,334.01,10000,debt_consolidation,36 months,0.1239,948.0,94.0,273.0,1.0,1.0,0,0.0,7.0,1.0,9.0,0.0,1.0,9,42.9,0,10,8531.0,Charged Off
18016,CA,85000.0,10+ years,communication,MORTGAGE,996.75,35000,debt_consolidation,60 months,0.235,16049.0,148.0,127.0,4.0,4.0,2,0.0,9.0,7.0,10.0,0.0,2.0,15,60.0,0,27,33186.0,Fully Paid
18017,MN,39000.0,4 years,lab tech,OWN,350.98,13250,home_improvement,60 months,0.1999,3891.0,88.0,254.0,1.0,1.0,0,0.0,4.0,23.0,12.0,0.0,1.0,32,100.0,0,39,124501.0,Charged Off
18018,MO,39000.0,8 years,driver,RENT,324.99,9600,debt_consolidation,36 months,0.1333,4161.0,87.0,162.0,41.0,17.0,0,64.0,4.0,3.0,1.0,0.0,0.0,3,100.0,1,8,12482.0,Fully Paid
18019,FL,55000.0,4 years,manager,MORTGAGE,680.26,20000,debt_consolidation,36 months,0.1366,5398.0,80.0,66.0,0.0,0.0,1,0.0,5.0,11.0,7.0,0.0,1.0,13,80.0,0,21,59381.0,Fully Paid
18020,CA,75000.0,10+ years,driver,MORTGAGE,167.56,5000,other,36 months,0.1262,29057.0,34.0,136.0,28.0,6.0,2,0.0,4.0,4.0,9.0,0.0,3.0,13,0.0,1,19,44890.0,Fully Paid
18021,MO,39000.0,< 1 year,coordinator,OWN,236.07,10000,credit_card,60 months,0.1465,23866.0,143.0,113.0,5.0,5.0,1,0.0,12.0,9.0,2.0,0.0,4.0,4,100.0,0,25,15050.0,Fully Paid
18022,MT,60000.0,7 years,driver,MORTGAGE,341.15,15000,debt_consolidation,60 months,0.1298,4358.0,205.0,154.0,36.0,18.0,1,33.0,4.0,6.0,9.0,0.0,0.0,11,75.0,0,19,47937.0,Fully Paid
18023,MN,31200.0,1 year,manufacture tech,OWN,162.8,4150,debt_consolidation,36 months,0.2399,2672.0,13.0,134.0,2.0,2.0,0,0.0,6.0,1.0,8.0,0.0,2.0,9,0.0,0,19,21376.0,Charged Off
18025,CA,58000.0,10+ years,wharehouseman,RENT,535.91,21300,debt_consolidation,60 months,0.1757,2941.0,161.0,245.0,8.0,8.0,0,0.0,11.0,4.0,10.0,0.0,3.0,12,16.7,0,22,35293.0,Charged Off
18026,TX,38000.0,3 years,manager,RENT,130.94,4000,debt_consolidation,36 months,0.1099,1304.0,146.0,189.0,3.0,3.0,0,0.0,3.0,4.0,6.0,0.0,1.0,8,100.0,0,14,7826.0,Fully Paid
18027,CA,65000.0,10+ years,recovery specialist,MORTGAGE,419.47,12725,debt_consolidation,60 months,0.3099,14619.0,123.0,119.0,12.0,1.0,1,8.0,4.0,12.0,8.0,0.0,3.0,17,50.0,0,26,125854.0,Charged Off
18028,OH,60000.0,5 years,occupational therapist,MORTGAGE,366.76,16000,debt_consolidation,60 months,0.1333,19823.0,115.0,171.0,35.0,10.0,1,5.0,8.0,21.0,4.0,2.0,1.0,10,33.3,0,33,111271.0,Fully Paid
18029,VA,120000.0,10+ years,ssa odar oao,MORTGAGE,876.13,28000,debt_consolidation,36 months,0.079,38190.0,111.0,213.0,18.0,18.0,2,8.0,10.0,7.0,7.0,0.0,0.0,12,0.0,0,26,40042.0,Fully Paid
18030,NY,29845.0,4 years,clerk,RENT,413.94,12000,debt_consolidation,36 months,0.1465,3205.0,86.0,169.0,10.0,10.0,0,0.0,11.0,3.0,12.0,0.0,2.0,13,77.8,0,19,41664.0,Charged Off
18031,AZ,160000.0,4 years,top executive,MORTGAGE,290.37,9000,debt_consolidation,36 months,0.0999,35338.0,113.0,294.0,3.0,3.0,1,49.0,6.0,9.0,5.0,0.0,3.0,13,100.0,0,19,86707.0,Fully Paid
18032,NJ,35000.0,10+ years,legends,RENT,332.72,10000,debt_consolidation,36 months,0.1212,1472.0,61.0,127.0,60.0,29.0,0,0.0,16.0,2.0,5.0,0.0,0.0,6,60.0,0,18,8830.0,Charged Off
18033,IL,80000.0,5 years,manager,MORTGAGE,659.48,30000,debt_consolidation,60 months,0.1148,20615.0,215.0,201.0,13.0,1.0,6,27.0,15.0,11.0,8.0,0.0,1.0,14,20.0,0,44,34876.0,Fully Paid
18034,FL,60000.0,8 years,cyquest business solutions,RENT,366.37,15000,debt_consolidation,60 months,0.162,5717.0,191.0,150.0,22.0,22.0,0,7.0,9.0,12.0,5.0,0.0,0.0,7,100.0,0,29,34303.0,Fully Paid
18035,TX,56000.0,< 1 year,document reviewer,RENT,248.18,10800,debt_consolidation,60 months,0.1344,964.0,123.0,268.0,17.0,8.0,2,49.0,9.0,3.0,8.0,0.0,1.0,10,66.7,0,25,9641.0,Fully Paid
18036,FL,90000.0,10+ years,consultant,MORTGAGE,893.54,35000,home_improvement,60 months,0.1825,55595.0,166.0,127.0,22.0,11.0,7,4.0,5.0,8.0,3.0,1.0,2.0,6,50.0,0,25,27695.0,Fully Paid
18037,MA,34000.0,< 1 year,assistant,RENT,261.88,8000,debt_consolidation,36 months,0.1099,6224.0,141.0,106.0,9.0,9.0,0,19.0,8.0,12.0,8.0,0.0,2.0,16,16.7,0,23,99591.0,Fully Paid
18038,AR,52000.0,5 years,ICT expert,MORTGAGE,298.25,13200,debt_consolidation,60 months,0.1269,10450.0,197.0,157.0,13.0,4.0,3,64.0,10.0,16.0,8.0,0.0,4.0,20,100.0,0,36,90315.0,Fully Paid
18039,PA,50000.0,4 years,senior project estimator,RENT,568.7,25000,debt_consolidation,60 months,0.1299,2447.0,144.0,256.0,6.0,6.0,2,0.0,12.0,6.0,14.0,0.0,2.0,15,33.3,0,37,26916.0,Fully Paid
18040,OH,40001.0,7 years,collections,RENT,389.03,15000,credit_card,60 months,0.1899,942.0,144.0,201.0,4.0,4.0,1,39.0,8.0,6.0,6.0,0.0,2.0,6,33.3,0,22,5654.0,Fully Paid
18041,MS,70000.0,8 years,supervisor,RENT,502.49,21600,debt_consolidation,60 months,0.1399,3433.0,132.0,142.0,29.0,10.0,3,11.0,3.0,6.0,6.0,1.0,1.0,9,33.3,0,18,30895.0,Charged Off
18043,AL,119000.0,5 years,top executive,RENT,306.0,9600,major_purchase,36 months,0.0916,6615.0,163.0,173.0,65.0,7.0,1,2.0,2.0,17.0,4.0,4.0,1.0,11,0.0,0,22,66147.0,Fully Paid
18044,TX,52800.0,7 years,analyst,MORTGAGE,321.13,10000,debt_consolidation,36 months,0.0967,8822.0,124.0,234.0,4.0,4.0,2,0.0,4.0,7.0,5.0,0.0,2.0,8,33.3,0,16,31078.0,Fully Paid
18046,KY,77000.0,4 years,prison staff,MORTGAGE,258.44,7000,debt_consolidation,36 months,0.1952,10830.0,170.0,152.0,3.0,3.0,1,16.0,3.0,15.0,4.0,0.0,2.0,10,100.0,1,21,60713.0,Fully Paid
18047,GA,54000.0,8 years,manager,RENT,358.88,15600,credit_card,60 months,0.1349,1829.0,72.0,64.0,4.0,4.0,0,0.0,4.0,9.0,10.0,0.0,2.0,16,0.0,0,20,29262.0,Fully Paid
18048,CT,70000.0,8 years,stylist,RENT,228.35,7000,debt_consolidation,36 months,0.1075,940.0,25.0,147.0,4.0,4.0,0,0.0,8.0,2.0,21.0,0.0,3.0,22,0.0,1,28,18798.0,Fully Paid
18050,OR,42000.0,< 1 year,human resources,RENT,254.89,10225,debt_consolidation,60 months,0.1714,3783.0,178.0,176.0,1.0,1.0,3,2.0,6.0,7.0,9.0,0.0,3.0,12,66.7,0,25,41614.0,Fully Paid
18051,NY,155000.0,8 years,speech language pathologist,MORTGAGE,876.0,28000,credit_card,36 months,0.0789,40914.0,121.0,366.0,2.0,2.0,1,33.0,12.0,7.0,9.0,0.0,3.0,12,57.1,0,26,79500.0,Fully Paid
18052,FL,47000.0,5 years,program coordinator,OWN,313.45,13000,medical,60 months,0.1561,3799.0,44.0,144.0,7.0,1.0,0,0.0,6.0,9.0,5.0,0.0,3.0,8,33.3,0,19,30393.0,Fully Paid
18053,GA,45000.0,1 year,psychology instructor,RENT,261.57,8000,debt_consolidation,36 months,0.1091,11458.0,86.0,223.0,76.0,10.0,3,17.0,5.0,7.0,1.0,0.0,1.0,5,100.0,0,17,57290.0,Fully Paid
18054,AZ,50000.0,10+ years,adult probation officer,MORTGAGE,492.23,20000,debt_consolidation,60 months,0.1655,13077.0,58.0,175.0,2.0,2.0,1,0.0,8.0,1.0,9.0,0.0,3.0,11,57.1,0,13,22004.0,Fully Paid
18055,KY,70000.0,10+ years,rn,MORTGAGE,823.31,35000,credit_card,60 months,0.1449,12944.0,216.0,290.0,14.0,4.0,3,0.0,10.0,7.0,10.0,0.0,1.0,14,42.9,0,26,77242.0,Fully Paid
18056,FL,62000.0,10+ years,mechanic,MORTGAGE,844.95,26000,debt_consolidation,36 months,0.1049,14572.0,116.0,247.0,22.0,4.0,3,48.0,6.0,6.0,8.0,0.0,1.0,10,0.0,0,21,38617.0,Charged Off
18057,NY,100000.0,10+ years,dispatch,MORTGAGE,1179.12,35000,credit_card,36 months,0.1299,10678.0,124.0,95.0,3.0,3.0,1,0.0,11.0,6.0,10.0,0.0,6.0,15,66.7,1,26,45808.0,Fully Paid
18058,CA,100000.0,8 years,ICT expert,MORTGAGE,680.76,28000,credit_card,60 months,0.1599,37112.0,138.0,353.0,5.0,3.0,4,11.0,5.0,6.0,6.0,0.0,3.0,10,66.7,0,23,88333.0,Fully Paid
18059,NY,55000.0,2 years,police officer,OWN,352.69,15000,debt_consolidation,60 months,0.1447,2192.0,112.0,104.0,4.0,4.0,0,0.0,10.0,9.0,11.0,0.0,4.0,17,14.3,0,28,37266.0,Fully Paid
18060,PA,56810.0,10+ years,postal officer,MORTGAGE,643.24,27050,credit_card,60 months,0.1498,11785.0,116.0,332.0,30.0,11.0,3,0.0,18.0,16.0,7.0,0.0,1.0,13,66.7,0,45,75192.0,Fully Paid
18061,OK,66000.0,< 1 year,accountant,MORTGAGE,796.98,25000,credit_card,36 months,0.0917,24082.0,161.0,166.0,10.0,7.0,2,0.0,6.0,6.0,6.0,0.0,3.0,8,50.0,0,19,44668.0,Fully Paid
18062,IL,42000.0,2 years,social worker,RENT,122.02,3900,credit_card,36 months,0.0789,9827.0,116.0,100.0,26.0,18.0,0,0.0,2.0,18.0,4.0,0.0,0.0,6,50.0,0,23,49136.0,Fully Paid
18063,WA,115000.0,6 years,manager,MORTGAGE,355.44,14000,debt_consolidation,60 months,0.1799,43972.0,135.0,122.0,16.0,16.0,2,69.0,4.0,14.0,5.0,0.0,0.0,10,50.0,0,31,65231.0,Fully Paid
18064,UT,125000.0,10+ years,quality review specialist,MORTGAGE,513.25,15000,debt_consolidation,36 months,0.1408,17634.0,162.0,233.0,9.0,5.0,5,14.0,2.0,10.0,5.0,0.0,4.0,10,0.0,0,21,54721.0,Fully Paid
18065,CA,50000.0,1 year,accountant,OWN,87.92,2500,debt_consolidation,36 months,0.1602,2717.0,46.0,95.0,12.0,6.0,0,0.0,2.0,5.0,7.0,0.0,2.0,10,100.0,0,12,27168.0,Fully Paid
18066,FL,90000.0,4 years,supervisor,MORTGAGE,430.4,17000,debt_consolidation,60 months,0.1786,16873.0,20.0,73.0,11.0,7.0,2,55.0,7.0,3.0,7.0,0.0,4.0,10,0.0,0,15,61034.0,Charged Off
18067,CA,50000.0,4 years,letter carrier,MORTGAGE,324.31,10500,home_improvement,36 months,0.0702,36403.0,263.0,54.0,6.0,2.0,4,0.0,2.0,9.0,3.0,0.0,4.0,6,0.0,0,16,4598.0,Fully Paid
18068,MD,61000.0,2 years,manager,MORTGAGE,297.43,11650,debt_consolidation,60 months,0.1825,14729.0,144.0,243.0,7.0,7.0,3,50.0,6.0,1.0,11.0,0.0,3.0,12,100.0,0,23,28324.0,Charged Off
18069,TX,70000.0,5 years,driver,OWN,339.31,10000,debt_consolidation,36 months,0.1349,2109.0,43.0,49.0,1.0,1.0,0,0.0,10.0,5.0,20.0,0.0,7.0,21,0.0,0,26,44279.0,Charged Off
18070,IL,68000.0,10+ years,secretary,MORTGAGE,296.12,11525,debt_consolidation,60 months,0.1855,3801.0,111.0,168.0,8.0,8.0,4,55.0,12.0,7.0,14.0,0.0,4.0,20,14.3,2,35,76016.0,Fully Paid
18071,PA,40000.0,10+ years,head cook,RENT,478.19,15000,debt_consolidation,36 months,0.0917,2726.0,156.0,224.0,6.0,5.0,0,0.0,13.0,8.0,13.0,0.0,3.0,14,60.0,0,25,38157.0,Fully Paid
18073,TX,42000.0,10+ years,case worker,MORTGAGE,123.5,4000,other,36 months,0.0699,1888.0,176.0,326.0,7.0,7.0,0,40.0,14.0,11.0,14.0,0.0,2.0,16,14.3,0,36,28318.0,Fully Paid
18075,CA,47000.0,1 year,driver,MORTGAGE,346.39,15000,home_improvement,60 months,0.1366,3243.0,115.0,162.0,13.0,13.0,3,0.0,6.0,2.0,7.0,0.0,0.0,8,0.0,1,18,25942.0,Charged Off
18076,OH,50000.0,6 years,laborer,MORTGAGE,168.45,5000,credit_card,36 months,0.1299,10387.0,28.0,96.0,4.0,4.0,3,12.0,2.0,2.0,11.0,1.0,2.0,12,0.0,0,20,10348.0,Fully Paid
18077,CA,58000.0,10+ years,police officer,RENT,568.9,16800,debt_consolidation,36 months,0.1335,3174.0,22.0,144.0,2.0,2.0,3,0.0,6.0,4.0,5.0,0.0,5.0,8,0.0,0,15,25395.0,Fully Paid
18078,NC,29000.0,4 years,care practitioner/giver,RENT,469.23,11600,debt_consolidation,36 months,0.263,2018.0,142.0,44.0,17.0,16.0,0,0.0,4.0,4.0,7.0,0.0,0.0,8,100.0,0,13,16145.0,Fully Paid
18079,NC,81295.0,10+ years,doctor,MORTGAGE,1230.85,35000,home_improvement,36 months,0.1602,24084.0,155.0,344.0,4.0,4.0,2,46.0,16.0,3.0,17.0,0.0,3.0,19,0.0,1,35,34303.0,Fully Paid
18080,AR,67000.0,1 year,engineer,RENT,423.66,10800,debt_consolidation,36 months,0.2399,3815.0,59.0,112.0,3.0,3.0,0,15.0,10.0,12.0,8.0,1.0,5.0,19,0.0,0,24,72488.0,Fully Paid
18081,FL,46000.0,8 years,school staff,OWN,334.4,14700,debt_consolidation,60 months,0.1299,3428.0,160.0,174.0,14.0,10.0,0,34.0,9.0,4.0,5.0,0.0,1.0,6,80.0,0,18,20567.0,Charged Off
18082,ME,60000.0,2 years,inspector,OWN,396.76,10000,debt_consolidation,36 months,0.2484,4936.0,79.0,135.0,5.0,5.0,2,0.0,11.0,7.0,20.0,0.0,2.0,26,63.6,0,34,58935.0,Fully Paid
18083,FL,75000.0,8 years,sales rep,RENT,173.45,5000,debt_consolidation,36 months,0.1505,6347.0,297.0,40.0,7.0,7.0,2,68.0,4.0,6.0,8.0,0.0,5.0,10,50.0,1,18,63473.0,Charged Off
18084,NC,150000.0,5 years,writer,OWN,1040.44,28000,home_improvement,36 months,0.1999,22334.0,144.0,143.0,13.0,4.0,2,62.0,7.0,14.0,11.0,0.0,2.0,17,0.0,2,32,92097.0,Charged Off
18085,CA,87000.0,2 years,great china empire,RENT,563.24,20000,debt_consolidation,60 months,0.2295,4069.0,99.0,100.0,8.0,4.0,2,23.0,15.0,12.0,12.0,2.0,7.0,16,28.6,0,41,65101.0,Fully Paid
18086,NC,361000.0,5 years,school staff,RENT,271.04,9000,debt_consolidation,36 months,0.0532,11939.0,202.0,144.0,20.0,20.0,0,0.0,7.0,18.0,8.0,0.0,0.0,10,25.0,0,34,83572.0,Fully Paid
18088,MT,55000.0,3 years,asst. rec.,OWN,583.57,23050,debt_consolidation,60 months,0.1786,13020.0,188.0,397.0,3.0,3.0,3,26.0,11.0,8.0,7.0,0.0,3.0,12,33.3,0,31,25175.0,Fully Paid
18089,TX,39250.0,10+ years,ar cash app specialist,RENT,389.36,15000,credit_card,60 months,0.1903,2862.0,161.0,87.0,2.0,2.0,0,51.0,10.0,24.0,12.0,0.0,2.0,14,0.0,1,42,37200.0,Fully Paid
18090,PA,77000.0,1 year,regulatory specialist,RENT,520.13,15000,major_purchase,36 months,0.1502,22.0,66.0,291.0,2.0,2.0,0,0.0,2.0,1.0,4.0,0.0,1.0,6,0.0,0,7,110.0,Charged Off
18091,CA,101000.0,10+ years,management,MORTGAGE,644.69,20000,debt_consolidation,36 months,0.0993,36357.0,63.0,84.0,6.0,3.0,2,60.0,2.0,5.0,4.0,0.0,3.0,6,0.0,1,12,29521.0,Fully Paid
18092,VA,185000.0,10+ years,financial economist,MORTGAGE,1386.42,40000,debt_consolidation,36 months,0.1499,36644.0,176.0,389.0,8.0,3.0,3,0.0,25.0,6.0,24.0,0.0,3.0,28,60.0,0,47,240562.0,Fully Paid
18093,OH,30000.0,1 year,customer service,RENT,243.73,7000,credit_card,36 months,0.1531,4813.0,130.0,29.0,13.0,13.0,0,50.0,7.0,6.0,9.0,0.0,0.0,12,14.3,0,16,57758.0,Fully Paid
18094,CO,52000.0,1 year,marketing/media specialist,RENT,880.19,24350,debt_consolidation,36 months,0.1799,4013.0,149.0,259.0,57.0,4.0,1,13.0,9.0,7.0,11.0,0.0,1.0,13,100.0,0,25,44143.0,Fully Paid
18096,GA,115375.0,9 years,equipment manager,MORTGAGE,475.7,20000,other,60 months,0.1499,25751.0,146.0,269.0,35.0,7.0,10,16.0,10.0,17.0,9.0,0.0,1.0,22,25.0,0,45,197746.0,Fully Paid
18097,NY,120000.0,6 years,manager,MORTGAGE,370.09,12000,debt_consolidation,36 months,0.0692,1066.0,31.0,218.0,2.0,2.0,0,0.0,15.0,1.0,18.0,0.0,3.0,18,23.1,0,21,19185.0,Fully Paid
18098,CO,37000.0,7 years,customer service,RENT,56.05,1800,moving,36 months,0.0756,4500.0,53.0,231.0,13.0,13.0,0,0.0,6.0,2.0,6.0,0.0,0.0,7,33.3,0,11,31498.0,Fully Paid
18099,CA,52500.0,2 years,account executive,RENT,447.25,18000,credit_card,60 months,0.1699,4719.0,150.0,157.0,6.0,6.0,0,61.0,10.0,7.0,5.0,0.0,2.0,7,80.0,0,20,33034.0,Fully Paid
18101,TX,69900.0,10+ years,educator,MORTGAGE,651.14,25000,medical,60 months,0.1919,6882.0,135.0,306.0,11.0,3.0,2,0.0,10.0,10.0,12.0,0.0,4.0,18,100.0,0,32,62104.0,Fully Paid
18102,IL,65000.0,2 years,technician,MORTGAGE,282.41,8000,home_improvement,36 months,0.1629,2971.0,131.0,132.0,3.0,3.0,2,5.0,4.0,4.0,4.0,1.0,4.0,11,66.7,0,18,23770.0,Fully Paid
18103,VA,89000.0,6 years,captain,MORTGAGE,754.07,24000,debt_consolidation,36 months,0.0818,18566.0,81.0,83.0,5.0,5.0,2,0.0,5.0,10.0,15.0,0.0,4.0,18,80.0,0,36,41706.0,Fully Paid
18104,OH,103000.0,10+ years,professor,MORTGAGE,1024.91,32000,credit_card,36 months,0.0949,24276.0,125.0,176.0,5.0,5.0,5,0.0,5.0,12.0,5.0,0.0,3.0,12,50.0,0,32,108188.0,Fully Paid
18105,PA,120000.0,1 year,architect,MORTGAGE,1129.19,35000,debt_consolidation,36 months,0.0999,17798.0,135.0,196.0,2.0,2.0,1,0.0,10.0,8.0,11.0,0.0,2.0,15,0.0,0,26,60869.0,Fully Paid
18106,CA,124000.0,8 years,staff radiation therapist,RENT,82.43,2500,medical,36 months,0.1149,4855.0,287.0,186.0,3.0,3.0,0,5.0,4.0,12.0,9.0,1.0,2.0,12,50.0,0,29,48548.0,Fully Paid
18107,AR,19000.0,1 year,retail coverage merchandiser,RENT,293.37,8000,debt_consolidation,36 months,0.1903,12940.0,112.0,30.0,13.0,12.0,0,0.0,1.0,29.0,2.0,0.0,1.0,4,100.0,0,34,51758.0,Charged Off
18108,TN,34000.0,< 1 year,driver,MORTGAGE,298.17,12000,debt_consolidation,60 months,0.1699,641.0,65.0,135.0,5.0,5.0,0,39.0,4.0,1.0,6.0,0.0,1.0,6,0.0,0,10,3843.0,Charged Off
18109,NV,40000.0,6 years,aerospace propulsion journeyman,RENT,153.0,4800,debt_consolidation,36 months,0.0916,1336.0,54.0,55.0,2.0,2.0,0,34.0,6.0,6.0,15.0,0.0,3.0,18,20.0,0,23,20033.0,Fully Paid
18110,NC,30000.0,10+ years,tire department,OWN,142.15,3750,home_improvement,36 months,0.2145,2603.0,60.0,143.0,10.0,10.0,2,40.0,12.0,4.0,9.0,0.0,1.0,10,33.3,0,31,4899.0,Fully Paid
18111,AL,65000.0,1 year,operator,OWN,127.52,4000,car,36 months,0.0917,6161.0,122.0,90.0,12.0,11.0,0,0.0,4.0,13.0,6.0,0.0,2.0,8,33.3,0,23,49287.0,Fully Paid
18112,FL,60000.0,4 years,top executive,RENT,825.99,24000,debt_consolidation,36 months,0.1449,3233.0,124.0,138.0,16.0,16.0,0,0.0,3.0,1.0,4.0,0.0,0.0,6,100.0,0,8,12933.0,Charged Off
18113,CA,58000.0,10+ years,top executive,RENT,553.12,16800,debt_consolidation,36 months,0.1139,2271.0,40.0,215.0,20.0,20.0,0,0.0,19.0,3.0,6.0,0.0,0.0,6,40.0,0,24,13624.0,Fully Paid
18114,TX,86000.0,5 years,conductor,RENT,232.64,10000,credit_card,60 months,0.1399,8128.0,56.0,79.0,12.0,10.0,1,6.0,5.0,6.0,5.0,0.0,2.0,7,100.0,0,20,56894.0,Fully Paid
18115,NY,23000.0,4 years,manager,RENT,61.98,2000,credit_card,36 months,0.0724,712.0,17.0,133.0,7.0,7.0,0,0.0,11.0,1.0,18.0,0.0,1.0,19,10.0,0,26,13535.0,Fully Paid
18117,NC,48000.0,10+ years,assistant,OWN,517.8,21200,debt_consolidation,60 months,0.162,5048.0,130.0,122.0,14.0,5.0,0,0.0,5.0,10.0,4.0,0.0,1.0,7,66.7,0,16,35333.0,Charged Off
18118,CA,259000.0,9 years,cio,MORTGAGE,903.45,30000,debt_consolidation,36 months,0.0532,43747.0,164.0,293.0,61.0,2.0,7,15.0,5.0,24.0,7.0,0.0,3.0,24,25.0,0,46,100849.0,Fully Paid
18119,KY,36000.0,10+ years,clerk,MORTGAGE,320.92,14000,debt_consolidation,60 months,0.1333,8545.0,171.0,142.0,9.0,9.0,4,26.0,9.0,3.0,9.0,1.0,1.0,11,100.0,1,26,10407.0,Charged Off
18120,AZ,82000.0,10+ years,hvac tecnician,MORTGAGE,415.96,12500,debt_consolidation,36 months,0.1213,21285.0,146.0,144.0,5.0,5.0,4,9.0,6.0,9.0,9.0,0.0,2.0,12,25.0,0,29,56286.0,Fully Paid
18121,LA,100000.0,10+ years,clinic quality asst.,RENT,225.26,7200,debt_consolidation,36 months,0.0789,2407.0,234.0,110.0,2.0,2.0,0,23.0,8.0,13.0,8.0,0.0,2.0,12,40.0,0,25,28885.0,Fully Paid
18122,VA,41000.0,8 years,senior probation officer,RENT,193.58,6000,debt_consolidation,36 months,0.0999,4391.0,129.0,151.0,28.0,9.0,0,17.0,5.0,11.0,4.0,0.0,1.0,8,0.0,0,21,35124.0,Fully Paid
18124,AR,140000.0,< 1 year,director,RENT,488.92,20000,credit_card,60 months,0.1624,20957.0,139.0,317.0,2.0,2.0,5,82.0,20.0,25.0,14.0,0.0,1.0,17,84.6,0,55,101475.0,Fully Paid
18126,PA,25000.0,1 year,csm,MORTGAGE,255.0,8000,credit_card,36 months,0.0916,1408.0,122.0,239.0,17.0,17.0,0,0.0,11.0,1.0,5.0,0.0,0.0,5,100.0,2,22,5630.0,Fully Paid
18127,MO,90000.0,6 years,new patient coordinator,MORTGAGE,591.95,18000,debt_consolidation,36 months,0.1131,13467.0,150.0,244.0,2.0,2.0,3,0.0,5.0,13.0,7.0,0.0,4.0,10,60.0,0,25,39079.0,Fully Paid
18128,GA,42000.0,3 years,driver,RENT,505.34,15000,debt_consolidation,36 months,0.1299,9217.0,133.0,32.0,2.0,2.0,0,45.0,1.0,11.0,2.0,0.0,2.0,4,100.0,0,14,36868.0,Fully Paid
18129,SC,175000.0,5 years,director,MORTGAGE,1162.34,35000,home_improvement,36 months,0.1199,47972.0,160.0,175.0,21.0,14.0,2,56.0,11.0,12.0,6.0,0.0,0.0,10,0.0,0,28,31565.0,Fully Paid
18130,NC,74000.0,10+ years,manager,MORTGAGE,299.9,12800,debt_consolidation,60 months,0.1431,8419.0,137.0,385.0,3.0,3.0,2,40.0,10.0,8.0,9.0,0.0,6.0,13,50.0,0,26,57260.0,Fully Paid
18131,FL,161000.0,2 years,neuropsychologist,MORTGAGE,542.28,24000,home_improvement,60 months,0.1269,49834.0,166.0,179.0,1.0,1.0,3,21.0,16.0,22.0,10.0,0.0,3.0,16,100.0,0,50,529201.0,Charged Off
18132,MT,85000.0,4 years,sales rep,MORTGAGE,288.3,8000,small_business,36 months,0.1777,21492.0,144.0,140.0,12.0,2.0,1,27.0,8.0,14.0,3.0,0.0,3.0,9,100.0,0,29,25944.0,Fully Paid
